date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:14:07	78078/78078	---M-Z	200	added ('OK')	text/css	etag:%22130fe-5156600cf8200%22	http://direct-air.themewoop.com/wp-content/themes/direct/css/main.css?ver=4.2.4	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/themes/direct/css/main4189.css	(from http://direct-air.themewoop.com/)
17:14:08	3161/3161	---M-Z	200	added ('OK')	text/css	etag:%22c59-514c118456d00%22	http://direct-air.themewoop.com/wp-content/themes/direct/css/skin-2.css?ver=4.2.4	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/themes/direct/css/skin-24189.css	(from http://direct-air.themewoop.com/)
17:14:08	95952/95952	---M-Z	200	added ('OK')	application/x-javascript	etag:%22176d0-514c1d4b70b2c%22	http://direct-air.themewoop.com/wp-includes/js/jquery/jquery.js?ver=1.11.2	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-includes/js/jquery/jquery4a80.js	(from http://direct-air.themewoop.com/)
17:14:09	7200/7200	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c20-4e232cc058a80%22	http://direct-air.themewoop.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-includes/js/jquery/jquery-migrate.min1576.js	(from http://direct-air.themewoop.com/)
17:14:09	333/333	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214d-51397ff9cc7f5%22	http://direct-air.themewoop.com/wp-content/plugins/paid-memberships-pro/js/paid-memberships-pro.js?ver=4.2.4	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/plugins/paid-memberships-pro/js/paid-memberships-pro4189.js	(from http://direct-air.themewoop.com/)
17:14:10	8957/8957	---M-Z	200	added ('OK')	application/x-javascript	etag:%2222fd-514abe300d900%22	http://direct-air.themewoop.com/wp-content/themes/direct/js/direct-ajax.js?ver=4.2.4	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/themes/direct/js/direct-ajax4189.js	(from http://direct-air.themewoop.com/)
17:14:10	42/42	---M-Z	200	added ('OK')	application/x-javascript	etag:%222a-511730d716600%22	http://direct-air.themewoop.com/wp-content/themes/direct/js/global.js?ver=4.2.4	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/themes/direct/js/global4189.js	(from http://direct-air.themewoop.com/)
17:14:11	20106/20106	---M-Z	200	added ('OK')	application/x-javascript	etag:%224e8a-50fce92cad800%22	http://direct-air.themewoop.com/wp-content/themes/direct/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js?ver=2.8.3	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/themes/direct/js/vendor/modernizr-2.8.3-respond-1.4.2.minf7ff.js	(from http://direct-air.themewoop.com/)
17:14:11	67155/67155	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210653-50fce92cad800%22	http://direct-air.themewoop.com/wp-content/themes/direct/js/vendor/bootstrap.js?ver=4.2.4	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/themes/direct/js/vendor/bootstrap4189.js	(from http://direct-air.themewoop.com/)
17:14:12	773/773	---M-Z	200	added ('OK')	text/xml	date:Wed,%2012%20Aug%202015%2011:43:25%20GMT	http://direct-air.themewoop.com/xmlrpc.php?rsd	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/xmlrpc0db0.php	(from http://direct-air.themewoop.com/)
17:14:13	1045/1045	---M-Z	200	added ('OK')	text/xml	etag:%22415-4ed4bb6cc1200%22	http://direct-air.themewoop.com/wp-includes/wlwmanifest.xml	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-includes/wlwmanifest.xml	(from http://direct-air.themewoop.com/)
17:14:13	3035/3035	---M--	200	added ('OK')	image/png	etag:%22bdb-513985ccf1f3b%22	http://direct-air.themewoop.com/wp-content/uploads/2015/04/logo-air.png	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/04/logo-air.png	(from http://direct-air.themewoop.com/)
17:14:16	35220/35220	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:28%20GMT	http://direct-air.themewoop.com/directory-category/cinema/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory-category/cinema/index.html	(from http://direct-air.themewoop.com/)
17:14:17	59875/59875	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:29%20GMT	http://direct-air.themewoop.com/directory-category/coffee-lounge/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory-category/coffee-lounge/index.html	(from http://direct-air.themewoop.com/)
17:14:17	41161/41161	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:29%20GMT	http://direct-air.themewoop.com/directory-category/entertaiment/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory-category/entertaiment/index.html	(from http://direct-air.themewoop.com/)
17:14:18	35224/35224	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:30%20GMT	http://direct-air.themewoop.com/directory-category/stadium/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory-category/stadium/index.html	(from http://direct-air.themewoop.com/)
17:14:18	59797/59797	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:31%20GMT	http://direct-air.themewoop.com/directory-category/foodies/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory-category/foodies/index.html	(from http://direct-air.themewoop.com/)
17:14:19	59863/59863	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:32%20GMT	http://direct-air.themewoop.com/directory-category/restaurant/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory-category/restaurant/index.html	(from http://direct-air.themewoop.com/)
17:14:21	41230/41230	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:33%20GMT	http://direct-air.themewoop.com/directory-category/bar/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory-category/bar/index.html	(from http://direct-air.themewoop.com/)
17:14:22	15832/15832	---M--	200	added ('OK')	image/jpeg	etag:%223dd8-5139813200fe9%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/full_guoman_lounge._18579-263x180.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/full_guoman_lounge._18579-263x180.jpg	(from http://direct-air.themewoop.com/)
17:14:23	45553/45553	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:35%20GMT	http://direct-air.themewoop.com/directory/cellarium-cafe/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory/cellarium-cafe/index.html	(from http://direct-air.themewoop.com/)
17:14:24	16840/16840	---M--	200	added ('OK')	image/jpeg	etag:%2241c8-51398130a8859%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/2-ststephenstavern-9-263x180.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/2-ststephenstavern-9-263x180.jpg	(from http://direct-air.themewoop.com/)
17:14:25	67279/67279	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:37%20GMT	http://direct-air.themewoop.com/directory/caffe-nero/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory/caffe-nero/index.html	(from http://direct-air.themewoop.com/)
17:14:27	23303/23303	---M--	200	added ('OK')	image/jpeg	etag:%225b07-5139812f5df6f%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/historic-scotland_3-263x180.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/historic-scotland_3-263x180.jpg	(from http://direct-air.themewoop.com/)
17:14:28	29154/29154	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:41%20GMT	http://direct-air.themewoop.com/blog/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/blog/index.html	(from http://direct-air.themewoop.com/)
17:14:29	24960/24960	---M--	200	added ('OK')	image/jpeg	etag:%226180-5139810cb569b%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/8029992599_e2d67f2425_z-263x180.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/8029992599_e2d67f2425_z-263x180.jpg	(from http://direct-air.themewoop.com/)
17:14:30	27666/27666	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:43%20GMT	http://direct-air.themewoop.com/plan-pricing/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/plan-pricing/index.html	(from http://direct-air.themewoop.com/)
17:14:32	23823/23823	---M--	200	added ('OK')	image/jpeg	etag:%225d0f-513981056814c%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/3916046921_eca1902728_z-263x180.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/3916046921_eca1902728_z-263x180.jpg	(from http://direct-air.themewoop.com/)
17:14:33	16171/16171	---M--	200	added ('OK')	image/jpeg	etag:%223f2b-513980fff1ed6%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/unit_16a_-_caffe_nero-263x180.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/unit_16a_-_caffe_nero-263x180.jpg	(from http://direct-air.themewoop.com/)
17:14:33	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2012%20Aug%202015%2011:43:46%20GMT	http://direct-air.themewoop.com/submit-directory/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/submit-directory/index.html	(from http://direct-air.themewoop.com/)
17:14:35	46580/46580	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:47%20GMT	http://direct-air.themewoop.com/directory/gouman-restaurant/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory/gouman-restaurant/index.html	(from http://direct-air.themewoop.com/)
17:14:36	45567/45567	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:48%20GMT	http://direct-air.themewoop.com/directory/st-stephens-tavern-pub/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory/st-stephens-tavern-pub/index.html	(from http://direct-air.themewoop.com/)
17:14:37	22812/22812	---M--	200	added ('OK')	image/jpeg	etag:%22591c-51398109e3c0f%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/4397246022_2e12429ee2_z-263x180.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/4397246022_2e12429ee2_z-263x180.jpg	(from http://direct-air.themewoop.com/)
17:14:38	49852/49852	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:51%20GMT	http://direct-air.themewoop.com/directory/dali-cafe/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory/dali-cafe/index.html	(from http://direct-air.themewoop.com/)
17:14:39	19098/19098	---M--	200	added ('OK')	image/jpeg	etag:%224a9a-513980f3d8d8c%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/SLLA-2-263x180.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/SLLA-2-263x180.jpg	(from http://direct-air.themewoop.com/)
17:14:40	25317/25317	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Aug%202015%2011:43:52%20GMT	http://direct-air.themewoop.com/my-account	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/my-account.24.delayed	(from http://direct-air.themewoop.com/)
17:14:41	46205/46205	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:53%20GMT	http://direct-air.themewoop.com/directory/tattershall-castle/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory/tattershall-castle/index.html	(from http://direct-air.themewoop.com/)
17:14:41	52465/52465	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:53%20GMT	http://direct-air.themewoop.com/directory/cucina-cafe-bar-restaurant/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory/cucina-cafe-bar-restaurant/index.html	(from http://direct-air.themewoop.com/)
17:14:42	47375/47375	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:43:54%20GMT	http://direct-air.themewoop.com/directory/london-aquarium-cafe/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/directory/london-aquarium-cafe/index.html	(from http://direct-air.themewoop.com/)
17:14:43	25328/25328	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Aug%202015%2011:43:56%20GMT	http://direct-air.themewoop.com/cart/?add-to-cart=141	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/cart/index9f38.html	(from http://direct-air.themewoop.com/)
17:14:45	7506/7506	---M--	200	added ('OK')	image/png	etag:%221d52-51398132a4136%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/dribbble.png	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/dribbble.png	(from http://direct-air.themewoop.com/)
17:14:46	25328/25328	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Aug%202015%2011:43:59%20GMT	http://direct-air.themewoop.com/cart/?add-to-cart=146	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/cart/index3e8c.html	(from http://direct-air.themewoop.com/)
17:14:47	7344/7344	---M--	200	added ('OK')	image/png	etag:%221cb0-513981338b06b%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/envato.png	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/envato.png	(from http://direct-air.themewoop.com/)
17:14:49	4551/4551	---M--	200	added ('OK')	image/png	etag:%2211c7-513981346aa71%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/ki.png	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/ki.png	(from http://direct-air.themewoop.com/)
17:14:51	9858/9858	---M--	200	added ('OK')	image/png	etag:%222682-513981355c96d%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/wordpress.png	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/wordpress.png	(from http://direct-air.themewoop.com/)
17:14:55	21655/21655	---M--	200	added ('OK')	image/jpeg	etag:%225497-513980e9d532d%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/7411658554_a21d7c35d6_z-360x256.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/7411658554_a21d7c35d6_z-360x256.jpg	(from http://direct-air.themewoop.com/)
17:15:00	26318/26318	---M--	200	added ('OK')	image/jpeg	etag:%2266ce-513980eb3ffb3%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/9857296234_79b8a792a5_b-360x256.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/9857296234_79b8a792a5_b-360x256.jpg	(from http://direct-air.themewoop.com/)
17:15:01	32954/32954	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:44:14%20GMT	http://direct-air.themewoop.com/2015/03/16/take-me-out-of-country/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/2015/03/16/take-me-out-of-country/index.html	(from http://direct-air.themewoop.com/)
17:15:07	31444/31444	---M--	200	added ('OK')	image/jpeg	etag:%227ad4-513980ec7607f%22	http://direct-air.themewoop.com/wp-content/uploads/2015/03/16265282862_52425507e2_k-360x256.jpg	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/03/16265282862_52425507e2_k-360x256.jpg	(from http://direct-air.themewoop.com/)
17:15:08	32845/32845	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:44:21%20GMT	http://direct-air.themewoop.com/2015/03/16/food-in-united-kingdom/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/2015/03/16/food-in-united-kingdom/index.html	(from http://direct-air.themewoop.com/)
17:15:09	20/20	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Wed,%2012%20Aug%202015%2011:44:22%20GMT	http://direct-air.themewoop.com/blog	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/blog	(from http://direct-air.themewoop.com/)
17:15:09	181340/181340	---M--	200	added ('OK')	image/png	etag:%222c45c-5139881f6c22e%22	http://direct-air.themewoop.com/wp-content/uploads/2015/04/iPhone-air.png	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/04/iPhone-air.png	(from http://direct-air.themewoop.com/)
17:15:10	34255/34255	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202015%2011:44:23%20GMT	http://direct-air.themewoop.com/2015/03/16/london-in-our-heart/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/2015/03/16/london-in-our-heart/index.html	(from http://direct-air.themewoop.com/)
17:15:11	3035/3035	---M--	200	added ('OK')	image/png	etag:%22bdb-513986c24b3c5%22	http://direct-air.themewoop.com/wp-content/uploads/2015/04/logo-footer-air.png	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/uploads/2015/04/logo-footer-air.png	(from http://direct-air.themewoop.com/)
17:15:11	53851/53851	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d25b-513d2b9092f00%22	http://direct-air.themewoop.com/wp-content/themes/direct/js/vendor/jquery.flexslider.js	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/themes/direct/js/vendor/jquery.flexslider.js	(from http://direct-air.themewoop.com/)
17:15:12	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2012%20Aug%202015%2011:44:25%20GMT	http://direct-air.themewoop.com/membership-account/	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/membership-account/index.html	(from http://direct-air.themewoop.com/)
17:15:12	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2012%20Aug%202015%2011:44:25%20GMT	http://direct-air.themewoop.com/vxeg/?action=lostpassword	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/vxeg/indexc2b6.html	(from http://direct-air.themewoop.com/)
17:15:12	44872/44872	---M-Z	200	added ('OK')	application/x-javascript	etag:%22af48-50cecb25fef00%22	http://direct-air.themewoop.com/wp-content/themes/direct/js/vendor/infobubble.js?ver=0.8	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/themes/direct/js/vendor/infobubble661b.js	(from http://direct-air.themewoop.com/)
17:15:13	4661/4661	---M-Z	200	added ('OK')	application/x-javascript	etag:%221235-50b8922b0f200%22	http://direct-air.themewoop.com/wp-content/themes/direct/js/vendor/map-icons.js?ver=2.1	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/themes/direct/js/vendor/map-icons53cf.js	(from http://direct-air.themewoop.com/)
17:15:13	7456/7456	---M-Z	200	added ('OK')	application/x-javascript	etag:%221d20-516526d64b880%22	http://direct-air.themewoop.com/wp-content/themes/direct/js/map-init.js	C:/Users/RTK/Desktop/ChoriKiWebsite/Abhijay/direct-air.themewoop.com/wp-content/themes/direct/js/map-init.js	(from http://direct-air.themewoop.com/)
